ID,title,author,rating,genre
626,The Queen of Nothing (The Folk of the Air #3),Holly Black,5.0,none
627,Dork Diaries: Spectacular Superstar,Rachel Renee Russell,4.8,none
628,"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,4.5,"Fiction , War &amp, Military"
629,No Mercy: The brand new novel from the Queen of Crime,Martina Cole,,"Fiction , Family Life , General"
630,The Mysterious Affair at Styles,Agatha Christie,4.4,none
631,"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,4.0,none
632,Dark Age,Pierce Brown,4.8,"Fiction , Action &amp, Adventure"
633,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,4.6,none
634,Critical Role Vox Machina: Origins: Volume 1,Matthew Mercer,5.0,"Comics &amp, Graphic Novels , Fantasy"
635,The Magic of Thinking Big,David J. Schwartz,4.6,"Business &amp, Economics , Motivational"
636,Summary: The Compound Effect,Nine99 Innovation Lab,5.0,"Business & Economics , Mentoring & Coaching"
637,The Magic of Thinking Big,David J. Schwartz,4.6,"Self-Help , Personal Growth , Success"
638,"The Name of the Wind: The Kingkiller Chronicle:, Book 1",Patrick Rothfuss,4.3,none
639,Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,4.8,none
640,Mega Man #1,Ian Flynn,3.8,none
641,Introducing Critical Theory: A Graphic Guide,Stuart Sim,3.7,none
642,Shantaram,Gregory David Roberts,4.5,"Fiction , Action &amp, Adventure"
643,Personal Success (The Brian Tracy Success Library),Brian Tracy,,none
644,Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,4.3,none
645,Bring Me Back,B A Paris,3.8,"Fiction , General"
646,Final Option: 'The best one yet',Clive Cussler,5.0,"Fiction , Thrillers , Crime"
647,The Red Signal: An Agatha Christie Short Story,Agatha Christie,5.0,"Fiction , Short Stories (single author)"
648,The Queen of Nothing (The Folk of the Air #3),Holly Black,5.0,"Young Adult Fiction , Family , General"
649,Dead Silent,Shirley Wells,4.0,none
650,The Mysterious Affair at Styles (Poirot),Agatha Christie,4.6,"Fiction , Mystery &amp, Detective , General"
651,Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,4.0,"Self-Help , Personal Growth , Success"
652,Killer Blonde,Laura Levine,4.0,none
653,Antiques Chop,Barbara Allan,4.5,none
654,Batman: Year One,Frank Miller,4.5,"Comics &amp, Graphic Novels , Superheroes"
655,The Law of Success in Sixteen Lessons,Napoleon Hill,4.7,none
656,The Last of Us: American Dreams #1,Faith Erin Hicks,4.6,"Comics & Graphic Novels , General"
657,Letting Go,"David R. Hawkins, M.D./Ph.D.",4.6,none
658,The Joker,Brian Azzarello,4.4,none
659,The Art of Super Mario Odyssey,Nintendo,3.9,none
660,The Black Box,Michael Connelly,4.0,none
661,How to Win Friends and Influence People,Dale Carnegie,4.4,none
662,A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,4.5,none
663,Death Masks,Jim Butcher,4.8,none
664,Batman vs. Superman: The Greatest Battles,Geoff Johns,4.4,none
665,The Shadow Rising: Book Four of 'The Wheel of Time',Robert Jordan,4.7,none
666,The Walking Dead #185,Robert Kirkman,4.7,"Comics & Graphic Novels , Horror"
667,How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,"Business &amp, Economics , Accounting , Managerial"
668,Batman Vol. 4: Zero Year-Secret City (The New 52),Scott Snyder,4.4,"Comics &amp, Graphic Novels , Superheroes"
669,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,4.5,none
670,The Black Box,Michael Connelly,4.0,"Fiction , Thrillers , Crime"
671,The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.6,"Body, Mind &amp, Spirit , General"
672,"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,4.6,"Self-Help , Motivational &amp, Inspirational"
673,Rogues,George R. R. Martin,4.1,"Fiction , Thrillers , Suspense"
674,The Art of Thinking Clearly,Rolf Dobelli,4.3,"Psychology , Cognitive Psychology &amp, Cognition"
675,The Man in the High Castle,Philip K. Dick,4.0,"Fiction , Science Fiction , General"
676,Thrawn (Star Wars),Timothy Zahn,4.7,none
677,The Queen of Nothing (The Folk of the Air #3),Holly Black,5.0,"Young Adult Fiction , Fantasy , Epic"
678,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,4.4,"Self-Help , Personal Growth , Success"
679,Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,4.0,"Social Science , Sociology , General"
680,And Then There Were None,Agatha Christie,4.6,"Fiction , Thrillers , Suspense"
681,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,4.5,none
682,Critical Role Vox Machina: Origins: Volume 1,Matthew Mercer,5.0,none
683,The Witcher #1,Paul Tobin,4.6,"Comics & Graphic Novels , General"
684,Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,4.3,none
685,Antiques Con,Barbara Allan,4.8,"Fiction , Mystery &amp, Detective , Private Investigators"
686,After Anna,Alex Lake,4.1,"Fiction , Mystery &amp, Detective , Police Procedural"
687,The Fires of Heaven: Book Five of 'The Wheel of Time',Robert Jordan,4.6,"Fiction , Fantasy , Action &amp, Adventure"
688,"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,4.2,none
689,The Witcher #5,Paul Tobin,4.6,"Comics & Graphic Novels , General"
690,Batman and Robin Vol. 1: Batman Reborn,Grant Morrison,4.1,"Comics &amp, Graphic Novels , Superheroes"
691,The Mysterious Affair at Styles,Agatha Christie,4.4,"Fiction , Mystery &amp, Detective , Cozy , General"
692,Dark Nights: Metal: Deluxe Edition: Issues 1-6,Scott Snyder,4.5,"Comics &amp, Graphic Novels , Superheroes"
693,No One Is Too Small to Make a Difference,Greta Thunberg,5.0,none
694,The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.6,"Biography &amp, Autobiography , Military"
695,Death Masks,Jim Butcher,4.8,"Fiction , Mystery &amp, Detective , Private Investigators"
696,Kingdom Of Strangers,Zoe Ferraris,4.5,none
697,Immortal Hulk Vol. 1: Or Is He Both?,Al Ewing,4.4,none
698,"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,4.3,none
699,"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,4.0,none
700,Influence: The Psychology of Persuasion,"Robert B. Cialdini, PhD",4.3,none
701,God of War: The Official Novelization,J.M. Barlog,4.5,"Fiction , Fantasy , Action &amp, Adventure"
702,10 Ways to be annoying,James Fries,,"Family &amp, Relationships , Friendship"
703,The Jump,Doug Johnstone,4.1,"Fiction , Thrillers , Suspense"
704,My Little Pony: Friendship is Magic #83,Thom Zahler,5.0,"Comics & Graphic Novels , Fantasy"
705,It,Stephen King,4.5,"Fiction , Coming of Age"
706,We Should All Be Feminists,Chimamanda Ngozi Adichie,4.2,none
707,The Umbrella Academy: Apocalypse Suite #1,Gerard Way,4.8,"Comics & Graphic Novels , General"
708,Sonic: Tangle & Whisper #3,Ian Flynn,4.3,"Comics & Graphic Novels , Science Fiction"
709,Marvel Universe: The End,Jim Starlin,4.3,"Comics &amp, Graphic Novels , Superheroes"
710,Thirty-Five and a Half Conspiracies: Rose Gardner Mystery #8,Denise Grover Swank,4.7,"Fiction , Mystery &amp, Detective , Amateur Sleuth"
711,Summary: The Compound Effect,Nine99 Innovation Lab,5.0,"Business & Economics , Mentoring & Coaching"
712,Gangster: A Novel,Lorenzo Carcaterra,4.5,none
713,Legacy,Shannon Messenger,4.9,none
714,Getting Things Done: The Art of Stress-Free Productivity,David Allen,4.5,"Business &amp, Economics , Time Management"
715,Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,4.0,"Philosophy , History &amp, Surveys , General"
716,The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,4.7,"Fiction , Thrillers , Suspense"
717,Platform Revolution: How Networked Markets Are Transforming the Economy—and How to Make Them Work for You,Geoffrey G. Parker,4.5,none
718,'Salem's Lot,Stephen King,4.4,none
719,Introducing Critical Theory: A Graphic Guide,Stuart Sim,3.7,"Philosophy , History &amp, Surveys , Modern"
720,"Captain Marvel Vol. 1: Higher, Further, Faster, More",Kelly Sue Deconnick,3.9,none
721,The Burning White: Book Five of Lightbringer,Brent Weeks,4.9,none
722,Diabolical,Jana DeLeon,4.8,none
723,Ultimate Spider-Man Vol. 11: Carnage,Brian Michael Bendis,4.1,none
724,Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.8,"Business &amp, Economics , General"
725,Start Day Trading Now: A Quick and Easy Introduction to Making Money While Managing Your Risk,Michael Sincere,5.0,"Business &amp, Economics , General"
726,Marketing (The Brian Tracy Success Library),Brian Tracy,,none
727,Spider-Man: Anti-Venom,Dan Slott,4.0,none
728,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,4.6,none
729,"Assassin’s Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,4.4,"Fiction , Animals"
730,Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,4.0,none
731,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.7,none
732,Competitive Advantage: Creating and Sustaining Superior Performance,Michael E. Porter,5.0,none
733,A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,4.5,"Fiction , Fantasy , Epic"
734,The Mysterious Affair at Styles (Poirot),Agatha Christie,4.6,"Fiction , Mystery &amp, Detective , Amateur Sleuth"
735,The Walking Dead: Compendium 1,Robert Kirkman,4.5,none
736,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,4.0,"Business &amp, Economics , General"
737,Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,4.7,none
738,Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,,none
739,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial",Tony Robbins,4.6,none
740,Boy Erased: A Memoir,Garrard Conley,4.0,none
741,Kings and Sorcerers Bundle (Books 2 and 3),Morgan Rice,4.5,"Juvenile Fiction , Science Fiction"
742,A Forge of Valor (Kings and Sorcerers--Book 4),Morgan Rice,4.5,none
743,"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,4.1,"Fiction , Thrillers , Suspense"
744,The Black Box,Michael Connelly,4.0,"Fiction , Mystery &amp, Detective , General"
745,Leadership 101: What Every Leader Needs to Know,John C. Maxwell,4.4,none
746,The Complete Art of War,Sun Tzu,4.7,"Political Science , Political Ideologies , General"
747,Ready Player One,Ernest Cline,4.6,"Fiction , Dystopian"
748,Edgedancer: From the Stormlight Archive,Brandon Sanderson,4.8,none
749,Team Sonic Racing Plus Deluxe Turbo Championship Edition one-shot,Caleb Goellner,4.8,"Comics & Graphic Novels , Science Fiction"
750,Batman: Year One,Frank Miller,4.5,none
751,How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,"Business &amp, Economics , Budgeting"
752,The Joker,Brian Azzarello,4.4,none
753,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5.0,"Business &amp, Economics , Consumer Behavior"
754,Platform: Get Noticed in a Noisy World,Michael Hyatt,4.6,none
755,The Secret,Rhonda Byrne,4.1,"Self-Help , Motivational &amp, Inspirational"
756,Shantaram,Gregory David Roberts,4.5,"Fiction , Thrillers , General"
757,The Art of Thinking Clearly,Rolf Dobelli,4.3,"Psychology , Neuropsychology"
758,Invincible #118,Robert Kirkman,4.0,"Comics & Graphic Novels , Superheroes"
759,Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,André Aciman,4.6,none
760,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.7,"Juvenile Fiction , General"
761,How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,"Business &amp, Economics , Careers , General"
762,The Witcher #5,Paul Tobin,4.6,"Comics & Graphic Novels , General"
763,Dead Silent,Shirley Wells,4.0,"Fiction , Mystery &amp, Detective , Police Procedural"
764,The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,4.7,none
765,Sonic: Tangle & Whisper #3,Ian Flynn,4.3,"Comics & Graphic Novels , Science Fiction"
766,The Daylight War: Book Three of The Demon Cycle,Peter V. Brett,4.6,none
767,The Marine's E-Mail Order Bride: Heroes of Chance Creek Volume 4,Cora Seton,4.7,none
768,Dark Age,Pierce Brown,4.8,none
769,Captivate: The Science of Succeeding with People,Vanessa Van Edwards,4.4,none
770,The Joker,Brian Azzarello,4.4,"Comics &amp, Graphic Novels , Superheroes"
771,And Then There Were None,Agatha Christie,4.6,"Fiction , Mystery &amp, Detective , Traditional"
772,"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,4.3,"Business &amp, Economics , Industries , Entertainment"
773,Mrs. Pollifax Unveiled,Dorothy Gilman,3.9,none
774,Shantaram,Gregory David Roberts,4.5,"Fiction , General"
775,The Tower of the Swallow: Witcher 6,Andrzej Sapkowski,4.6,"Fiction , Fantasy , Epic"
776,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,4.5,"Fiction , Thrillers , Supernatural"
777,Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,4.7,"Humor , General"
778,Antiques Roadkill: A Trash 'n' Treasures Mystery,Barbara Allan,3.3,none
779,"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,4.2,"Fiction , Fantasy , Dark Fantasy"
780,The Queen of Nothing (The Folk of the Air #3),Holly Black,5.0,"Juvenile Fiction , Fantasy &amp, Magic"
781,Final Option,Clive Cussler,4.9,none
782,How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,none
783,How to Win Friends and Influence People,Dale Carnegie,4.4,"Family &amp, Relationships , Friendship"
784,The Burning White: Book Five of Lightbringer,Brent Weeks,4.9,"Fiction , Fantasy , Action &amp, Adventure"
785,Total Control,David Baldacci,4.0,"Fiction , Mystery &amp, Detective , Amateur Sleuth"
786,Permanent Record,Edward Snowden,4.6,"Biography &amp, Autobiography , Personal Memoirs"
787,After Anna,Alex Lake,4.1,"Fiction , Thrillers , Psychological"
788,The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,,"Fiction , Thrillers , Legal"
789,Dark Nights: Metal: Deluxe Edition: Issues 1-6,Scott Snyder,4.5,none
790,(FREE SAMPLE) CTET English & Hindi Language 9 Year-wise Solved Papers 1 & 2,Disha Experts,4.5,none
791,Antiques Knock-Off,Barbara Allan,4.3,none
792,No Mercy: The brand new novel from the Queen of Crime,Martina Cole,,none
793,Sword of Destiny: Witcher 2: Tales of the Witcher,Andrzej Sapkowski,4.8,"Fiction , Fantasy , General"
794,Forever Evil,Geoff Johns,4.6,none
795,The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,4.7,none
796,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,4.5,"Social Science , Essays"
797,Powerful Phrases for Dealing with Difficult People: Over 325 Ready-to-Use Words and Phrases for Working with Challenging Personalities,Renee Evenson,,none
798,Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,4.7,"Biography &amp, Autobiography , Personal Memoirs"
799,How to Win Friends and Influence People,Dale Carnegie,4.4,"Self-Help , Motivational &amp, Inspirational"
800,PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,4.2,none
801,Attack on Titan: Volume 13,Hajime Isayama,4.6,none
802,The Vagrant (The Vagrant Trilogy),Peter Newman,4.2,"Fiction , Fantasy , General"
803,Shall We Tell the President?,Jeffrey Archer,4.5,none
804,Business Strategy (The Brian Tracy Success Library),Brian Tracy,,"Business &amp, Economics , Strategic Planning"
805,A Trace of Vice (a Keri Locke Mystery--Book #3),Blake Pierce,4.8,none
806,The Vagrant (The Vagrant Trilogy),Peter Newman,4.2,none
807,Maigret Goes to School,Georges Simenon,4.0,none
808,"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition: Edition 4",William J. O'Neil,4.3,none
809,We Should All Be Feminists,Chimamanda Ngozi Adichie,4.2,none
810,Sonic the Hedgehog #22,Ian Flynn,4.2,"Comics & Graphic Novels , Science Fiction"
811,The Memoirs of Sherlock Holmes,Sir Arthur Conan Doyle,4.7,none
812,Think Like a Freak: The Authors of Freakonomics Offer to Retrain Your Brain,Steven D. Levitt,4.3,"Business &amp, Economics , General"
813,The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,4.7,none
814,Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,4.8,"Fiction , Thrillers , Crime"
815,A Crown of Swords: Book Seven of 'The Wheel of Time',Robert Jordan,4.6,"Fiction , Fantasy , Action &amp, Adventure"
816,Moby Dick. Illustrated edition,Melville Herman,5.0,"Fiction , Action & Adventure"
817,The Tower of the Swallow: Witcher 6,Andrzej Sapkowski,4.6,none
818,"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,4.6,"Fiction , Classics"
819,Venomized,Cullen Bunn,4.5,"Comics &amp, Graphic Novels , Superheroes"
820,Salvaged,Madeleine Roux,4.0,none
821,Mrs. Pollifax Unveiled,Dorothy Gilman,3.9,"Fiction , Mystery &amp, Detective , Traditional"
822,Gangster: A Novel,Lorenzo Carcaterra,4.5,"Fiction , Thrillers , Suspense"
823,Getting Away Is Deadly: An Ellie Avery Mystery,Sara Rosett,4.0,"Fiction , Mystery &amp, Detective , Amateur Sleuth"
824,HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,3.6,none
825,We Should All Be Feminists,Chimamanda Ngozi Adichie,4.2,"Political Science , Essays"
826,The Secret,Rhonda Byrne,4.1,none
827,Tall Tales and Wee Stories: The Best of Billy Connolly,Billy Connolly,5.0,"Humor , Topic , Celebrity &amp, Popular Culture"
828,"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,4.6,"Self-Help , Personal Growth , Self-Esteem"
829,I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,4.4,"Fiction , Mystery &amp, Detective , General"
830,The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,4.7,"Fiction , Thrillers , Crime"
831,The Queen of Nothing (The Folk of the Air #3),Holly Black,5.0,"Young Adult Fiction , Fantasy , Dark Fantasy"
832,The Guardians: A Novel,John Grisham,4.5,none
833,No One Is Too Small to Make a Difference,Greta Thunberg,5.0,"Science , Global Warming &amp, Climate Change"
834,The Vagrant (The Vagrant Trilogy),Peter Newman,4.2,"Fiction , Science Fiction , General"
835,Boy Erased: A Memoir,Garrard Conley,4.0,none
836,The Call of Cthulhu,H. P. Lovecraft,4.9,none
837,The Infinite Game,Simon Sinek,3.8,"Business &amp, Economics , Decision-Making &amp, Problem Solving"
838,PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,4.2,none
839,It,Stephen King,4.5,none
840,Batman: Arkham Knight Vol. 3,Peter J. Tomasi,4.3,none
841,And Then There Were None,Agatha Christie,4.6,none
842,"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,4.5,"Fiction , Fantasy , Epic"
843,Thrawn (Star Wars),Timothy Zahn,4.7,"Fiction , Science Fiction , Action &amp, Adventure"
844,The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,4.7,"Fiction , Fantasy , Epic"
845,"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,4.3,none
846,Marvel Universe: The End,Jim Starlin,4.3,none
847,We,Yevgeny Zamyatin,4.3,"Fiction , Science Fiction , Action &amp, Adventure"
848,Batman and Robin Vol. 1: Batman Reborn,Grant Morrison,4.1,none
849,Influence: The Psychology of Persuasion,"Robert B. Cialdini, PhD",4.3,"Business &amp, Economics , Consumer Behavior"
850,Blue Moon: A Jack Reacher Novel,Lee Child,4.4,"Fiction , Mystery &amp, Detective , General"
851,Summary: Think and Grow Rich,Nine99 Innovation Lab,,"Business & Economics , Accounting , General"
852,Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,3.9,"Fiction , Mystery & Detective , Amateur Sleuth"
853,Death of a Bachelorette,Laura Levine,4.0,"Fiction , Mystery &amp, Detective , Women Sleuths"
854,Introducing Critical Theory: A Graphic Guide,Stuart Sim,3.7,"Philosophy , General"
855,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,4.0,"Self-Help , Personal Growth , General"
856,The Walking Dead #185,Robert Kirkman,4.7,"Comics & Graphic Novels , Horror"
857,W is for Wasted: A Kinsey Millhone Novel,Sue Grafton,4.3,none
858,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,4.2,"Fiction , Thrillers , Crime"
859,The Vagrant (The Vagrant Trilogy),Peter Newman,4.2,"Fiction , Action &amp, Adventure"
860,Dark Age,Pierce Brown,4.8,"Fiction , Dystopian"
861,"Assassin’s Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,4.4,"Fiction , Fantasy , Action &amp, Adventure"
862,"Assassin’s Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,4.4,"Fiction , Fantasy , Epic"
863,Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,4.8,none
864,Her Royal Spyness,Rhys Bowen,3.8,"Fiction , Mystery &amp, Detective , Women Sleuths"
865,The Burning White: Book Five of Lightbringer,Brent Weeks,4.9,none
866,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,4.2,"Fiction , Crime"
867,War and Peace: With bonus material from Give War and Peace A Chance by Andrew D. Kaufman,Leo Tolstoy,4.3,none
868,"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,4.3,none
869,Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.8,"Social Science , Sociology , General"
870,Darksiders: The Abomination Vault: A Novel,Ari Marmell,4.5,none
871,Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,4.0,none
872,Final Option: 'The best one yet',Clive Cussler,5.0,"Fiction , Thrillers , Political"
873,Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,4.0,none
874,"Rogue, Prisoner, Princess (Of Crowns and Glory—Book 2)",Morgan Rice,4.5,none
875,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.1,none
876,Letting Go,"David R. Hawkins, M.D./Ph.D.",4.6,"Body, Mind &amp, Spirit , New Thought"
877,The Red Signal: An Agatha Christie Short Story,Agatha Christie,5.0,none
878,Batman: Arkham Knight Vol. 3,Peter J. Tomasi,4.3,none
879,Personal Success (The Brian Tracy Success Library),Brian Tracy,,"Business &amp, Economics , Personal Success"
880,Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,4.8,"Fiction , Mystery &amp, Detective , Police Procedural"
881,Ask A Footballer,James Milner,,"Sports &amp, Recreation , General"
882,The Walking Dead: Compendium 1,Robert Kirkman,4.5,"Comics &amp, Graphic Novels , Horror"
883,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,"Computers , Data Processing"
884,The Choice of Magic,Michael G. Manning,4.8,none
885,The Neatest Little Guide to Stock Market Investing: Fifth Edition,Jason Kelly,4.1,none
886,The Vagrant (The Vagrant Trilogy),Peter Newman,4.2,"Fiction , Fantasy , Action &amp, Adventure"
887,A Forge of Valor (Kings and Sorcerers--Book 4),Morgan Rice,4.5,"Juvenile Fiction , Fantasy &amp, Magic"
888,PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,4.2,none
889,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.1,none
890,The Vagrant (The Vagrant Trilogy),Peter Newman,4.2,"Fiction , Fantasy , Dark Fantasy"
891,Home Work: A Memoir of My Hollywood Years,Julie Andrews,5.0,none
892,"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time, Edition 3",Brian Tracy,4.7,"Business &amp, Economics , Time Management"
893,The Weight of Honor (Kings and Sorcerers--Book 3),Morgan Rice,4.4,"Fiction , Fantasy , Epic"
894,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.2,"Fiction , Classics"
895,The Queen of Nothing (The Folk of the Air #3),Holly Black,5.0,"Juvenile Nonfiction , Curiosities &amp, Wonders"
896,Young Justice Vol. 1,Art Baltazar,4.1,none
897,Edgedancer: From the Stormlight Archive,Brandon Sanderson,4.8,none
898,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,4.4,"Business &amp, Economics , Motivational"
899,How to Win Friends and Influence People,Dale Carnegie,4.4,"Business &amp, Economics , General"
900,Watching (The Making of Riley Paige—Book 1),Blake Pierce,4.6,"Fiction , Thrillers , Suspense"
901,God of War: The Official Novelization,J.M. Barlog,4.5,none
902,Management (The Brian Tracy Success Library),Brian Tracy,,"Business &amp, Economics , Management"
903,Gangster: A Novel,Lorenzo Carcaterra,4.5,none
904,Watching (The Making of Riley Paige—Book 1),Blake Pierce,4.6,none
905,Legacy,Shannon Messenger,4.9,"Juvenile Fiction , Action &amp, Adventure , General"
906,Spider-Man: Kraven's Last Hunt,J. M. DeMatteis,4.6,none
907,Platform Revolution: How Networked Markets Are Transforming the Economy—and How to Make Them Work for You,Geoffrey G. Parker,4.5,none
908,The Jump,Doug Johnstone,4.1,none
909,Batman vs. Superman: The Greatest Battles,Geoff Johns,4.4,none
910,Antiques Con,Barbara Allan,4.8,none
911,The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,4.7,"Fiction , Thrillers , Suspense"
912,1 Sample Paper for CBSE Class 10 Science 2020 Exam,Disha Experts,4.7,none
913,Sonic the Hedgehog #18,Ian Flynn,4.7,"Comics & Graphic Novels , Science Fiction"
914,Antiques Knock-Off,Barbara Allan,4.3,"Fiction , Mystery &amp, Detective , Private Investigators"
915,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,"Business &amp, Economics , Business Mathematics"
916,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,"Computers , Information Technology"
917,Heart and Brain: An Awkward Yeti Collection,The Awkward Yeti,4.7,"Psychology , Mental Health"
918,Final Option: 'The best one yet',Clive Cussler,5.0,"Fiction , Mystery &amp, Detective , International Mystery &amp, Crime"
919,Young Justice Vol. 1,Art Baltazar,4.1,none
920,Salvaged,Madeleine Roux,4.0,none
921,After Anna,Alex Lake,4.1,"Fiction , Thrillers , General"
922,Thrawn (Star Wars),Timothy Zahn,4.7,none
923,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,4.2,"Fiction , Thrillers , Suspense"
924,Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,4.4,"Fiction , Mystery &amp, Detective , General"
925,Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,4.7,"Medical , General"
926,The Jump,Doug Johnstone,4.1,none
927,Maigret Goes to School,Georges Simenon,4.0,none
928,Shattered Bonds,Faith Hunter,4.8,"Fiction , Fantasy , Urban"
929,Sonic the Hedgehog #22,Ian Flynn,4.2,"Comics & Graphic Novels , Science Fiction"
